[12:28:21 WIB 2026-09-01] === MONITOR XAU V2 MULAI (update 28 Aug: self-lock + guard TF + wick sanity + state persist) ===
[12:28:21 WIB 2026-09-01]   [A] SELL LIMIT SELL entry=4538 SL=4550 TP1=4449 TP2=4370 (waiting)
[12:28:21 WIB 2026-09-01]   [B] BUY LIMIT BUY entry=4400 SL=4355 TP1=4450 TP2=4538 (waiting)
[12:28:21 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4427.18 | PINE=FLAT RSI=39.7
[15:47:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:47:09 WIB 2026-09-01] [B] floating -25.2 pips | harga=4374.80 | PINE=FLAT RSI=22.4
[15:48:09 WIB 2026-09-01] [LIVE] floating -24.4 pips | harga=4375.62 | PINE=FLAT RSI=22.2
[15:48:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.62 | PINE=FLAT RSI=22.2
[15:48:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.62 | PINE=FLAT RSI=22.2
[15:48:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:48:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:48:09 WIB 2026-09-01] [B] floating -24.4 pips | harga=4375.62 | PINE=FLAT RSI=22.2
[15:49:09 WIB 2026-09-01] [LIVE] floating -24.1 pips | harga=4375.91 | PINE=FLAT RSI=22.4
[15:49:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.91 | PINE=FLAT RSI=22.4
[15:49:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.91 | PINE=FLAT RSI=22.4
[15:49:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:49:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:49:09 WIB 2026-09-01] [B] floating -24.1 pips | harga=4375.91 | PINE=FLAT RSI=22.4
[15:50:09 WIB 2026-09-01] [LIVE] floating -22.7 pips | harga=4377.31 | PINE=FLAT RSI=23.3
[15:50:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4377.31 | PINE=FLAT RSI=23.3
[15:50:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4377.31 | PINE=FLAT RSI=23.3
[15:50:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:50:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:50:09 WIB 2026-09-01] [B] floating -22.7 pips | harga=4377.31 | PINE=FLAT RSI=23.3
[15:51:09 WIB 2026-09-01] [LIVE] floating -25.2 pips | harga=4374.78 | PINE=FLAT RSI=22.3
[15:51:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.78 | PINE=FLAT RSI=22.3
[15:51:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.78 | PINE=FLAT RSI=22.3
[15:51:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:51:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:51:09 WIB 2026-09-01] [B] floating -25.2 pips | harga=4374.78 | PINE=FLAT RSI=22.3
[15:52:09 WIB 2026-09-01] [LIVE] floating -24.7 pips | harga=4375.28 | PINE=FLAT RSI=22.3
[15:52:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.28 | PINE=FLAT RSI=22.3
[15:52:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.28 | PINE=FLAT RSI=22.3
[15:52:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:52:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:52:09 WIB 2026-09-01] [B] floating -24.7 pips | harga=4375.28 | PINE=FLAT RSI=22.3
[15:53:09 WIB 2026-09-01] [LIVE] floating -26.0 pips | harga=4374.02 | PINE=FLAT RSI=21.9
[15:53:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.02 | PINE=FLAT RSI=21.9
[15:53:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.02 | PINE=FLAT RSI=21.9
[15:53:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:53:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:53:09 WIB 2026-09-01] [B] floating -26.0 pips | harga=4374.02 | PINE=FLAT RSI=21.9
[15:54:09 WIB 2026-09-01] [LIVE] floating -25.5 pips | harga=4374.49 | PINE=FLAT RSI=23
[15:54:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.49 | PINE=FLAT RSI=23
[15:54:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.49 | PINE=FLAT RSI=23
[15:54:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:54:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:54:09 WIB 2026-09-01] [B] floating -25.5 pips | harga=4374.49 | PINE=FLAT RSI=23
[15:55:09 WIB 2026-09-01] [LIVE] floating -22.9 pips | harga=4377.14 | PINE=FLAT RSI=22.8
[15:55:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4377.14 | PINE=FLAT RSI=22.8
[15:55:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4377.14 | PINE=FLAT RSI=22.8
[15:55:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:55:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:55:09 WIB 2026-09-01] [B] floating -22.9 pips | harga=4377.14 | PINE=FLAT RSI=22.8
[15:56:09 WIB 2026-09-01] [LIVE] floating -23.3 pips | harga=4376.71 | PINE=FLAT RSI=23.8
[15:56:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4376.71 | PINE=FLAT RSI=23.8
[15:56:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4376.71 | PINE=FLAT RSI=23.8
[15:56:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:56:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:56:09 WIB 2026-09-01] [B] floating -23.3 pips | harga=4376.71 | PINE=FLAT RSI=23.8
[15:57:09 WIB 2026-09-01] [LIVE] floating -27.0 pips | harga=4373.03 | PINE=FLAT RSI=21.7
[15:57:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4373.03 | PINE=FLAT RSI=21.7
[15:57:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4373.03 | PINE=FLAT RSI=21.7
[15:57:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:57:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:57:09 WIB 2026-09-01] [B] floating -27.0 pips | harga=4373.03 | PINE=FLAT RSI=21.7
[15:58:09 WIB 2026-09-01] [LIVE] floating -24.9 pips | harga=4375.15 | PINE=FLAT RSI=22.2
[15:58:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.15 | PINE=FLAT RSI=22.2
[15:58:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.15 | PINE=FLAT RSI=22.2
[15:58:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:58:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:58:09 WIB 2026-09-01] [B] floating -24.9 pips | harga=4375.15 | PINE=FLAT RSI=22.2
[15:59:09 WIB 2026-09-01] [LIVE] floating -27.2 pips | harga=4372.80 | PINE=FLAT RSI=21.9
[15:59:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4372.80 | PINE=FLAT RSI=21.9
[15:59:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4372.80 | PINE=FLAT RSI=21.9
[15:59:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:59:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:59:09 WIB 2026-09-01] [B] floating -27.2 pips | harga=4372.80 | PINE=FLAT RSI=21.9
[16:00:09 WIB 2026-09-01] [LIVE] floating -29.5 pips | harga=4370.47 | PINE=FLAT RSI=21.3
[16:00:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4370.47 | PINE=FLAT RSI=21.3
[16:00:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4370.47 | PINE=FLAT RSI=21.3
[16:00:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:00:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:00:09 WIB 2026-09-01] [B] floating -29.5 pips | harga=4370.47 | PINE=FLAT RSI=21.3
[16:01:10 WIB 2026-09-01] *** SL KENA *** harga=4371.31 — CUT DISIPLIN, catat hasil
[16:01:10 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4371.31 | PINE=FLAT RSI=23
[16:01:10 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4371.31 | PINE=FLAT RSI=23
[16:01:10 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:01:10 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:01:10 WIB 2026-09-01] [B] floating -28.7 pips | harga=4371.31 | PINE=FLAT RSI=23
[16:02:09 WIB 2026-09-01] *** SL KENA *** harga=4370.76 — CUT DISIPLIN, catat hasil
[16:02:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4370.76 | PINE=FLAT RSI=22.3
[16:02:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4370.76 | PINE=FLAT RSI=22.3
[16:02:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:02:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:02:09 WIB 2026-09-01] [B] floating -29.2 pips | harga=4370.76 | PINE=FLAT RSI=22.3
[16:03:09 WIB 2026-09-01] *** SL KENA *** harga=4368.20 — CUT DISIPLIN, catat hasil
[16:03:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4368.20 | PINE=FLAT RSI=20.5
[16:03:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4368.20 | PINE=FLAT RSI=20.5
[16:03:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:03:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:03:09 WIB 2026-09-01] [B] floating -31.8 pips | harga=4368.20 | PINE=FLAT RSI=20.5
[16:04:09 WIB 2026-09-01] *** SL KENA *** harga=4370.53 — CUT DISIPLIN, catat hasil
[16:04:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4370.53 | PINE=FLAT RSI=21.2
[16:04:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4370.53 | PINE=FLAT RSI=21.2
[16:04:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:04:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:04:09 WIB 2026-09-01] [B] floating -29.5 pips | harga=4370.53 | PINE=FLAT RSI=21.2
[16:05:09 WIB 2026-09-01] *** SL KENA *** harga=4374.40 — CUT DISIPLIN, catat hasil
[16:05:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.40 | PINE=FLAT RSI=24.9
[16:05:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.40 | PINE=FLAT RSI=24.9
[16:05:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:05:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:05:09 WIB 2026-09-01] [B] floating -25.6 pips | harga=4374.40 | PINE=FLAT RSI=24.9
[16:06:09 WIB 2026-09-01] *** SL KENA *** harga=4374.73 — CUT DISIPLIN, catat hasil
[16:06:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.73 | PINE=FLAT RSI=24.2
[16:06:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.73 | PINE=FLAT RSI=24.2
[16:06:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:06:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:06:09 WIB 2026-09-01] [B] floating -25.3 pips | harga=4374.73 | PINE=FLAT RSI=24.2
[16:07:09 WIB 2026-09-01] *** SL KENA *** harga=4368.33 — CUT DISIPLIN, catat hasil
[16:07:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4368.33 | PINE=FLAT RSI=20.6
[16:07:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4368.33 | PINE=FLAT RSI=20.6
[16:07:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:07:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:07:09 WIB 2026-09-01] [B] floating -31.7 pips | harga=4368.33 | PINE=FLAT RSI=20.6
[16:08:09 WIB 2026-09-01] *** SL KENA *** harga=4374.82 — CUT DISIPLIN, catat hasil
[16:08:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.82 | PINE=FLAT RSI=23.4
[16:08:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.82 | PINE=FLAT RSI=23.4
[16:08:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:08:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:08:09 WIB 2026-09-01] [B] floating -25.2 pips | harga=4374.82 | PINE=FLAT RSI=23.4
[16:09:09 WIB 2026-09-01] *** SL KENA *** harga=4373.48 — CUT DISIPLIN, catat hasil
[16:09:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4373.48 | PINE=FLAT RSI=23.5
[16:09:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4373.48 | PINE=FLAT RSI=23.5
[16:09:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:09:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:09:09 WIB 2026-09-01] [B] floating -26.5 pips | harga=4373.48 | PINE=FLAT RSI=23.5
[16:10:09 WIB 2026-09-01] *** SL KENA *** harga=4369.82 — CUT DISIPLIN, catat hasil
[16:10:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4369.82 | PINE=FLAT RSI=21.1
[16:10:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4369.82 | PINE=FLAT RSI=21.1
[16:10:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:10:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:10:09 WIB 2026-09-01] [B] floating -30.2 pips | harga=4369.82 | PINE=FLAT RSI=21.1
[16:11:09 WIB 2026-09-01] [LIVE] floating -28.1 pips | harga=4371.95 | PINE=FLAT RSI=22.5
[16:11:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4371.95 | PINE=FLAT RSI=22.5
[16:11:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4371.95 | PINE=FLAT RSI=22.5
[16:11:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:11:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:11:09 WIB 2026-09-01] [B] floating -28.1 pips | harga=4371.95 | PINE=FLAT RSI=22.5
[16:12:09 WIB 2026-09-01] [LIVE] floating -27.4 pips | harga=4372.56 | PINE=FLAT RSI=22.2
[16:12:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4372.56 | PINE=FLAT RSI=22.2
[16:12:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4372.56 | PINE=FLAT RSI=22.2
[16:12:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:12:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:12:09 WIB 2026-09-01] [B] floating -27.4 pips | harga=4372.56 | PINE=FLAT RSI=22.2
[16:13:09 WIB 2026-09-01] [LIVE] floating -24.8 pips | harga=4375.20 | PINE=FLAT RSI=23.8
[16:13:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.20 | PINE=FLAT RSI=23.8
[16:13:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.20 | PINE=FLAT RSI=23.8
[16:13:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:13:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:13:09 WIB 2026-09-01] [B] floating -24.8 pips | harga=4375.20 | PINE=FLAT RSI=23.8
[16:14:09 WIB 2026-09-01] [LIVE] floating -25.6 pips | harga=4374.36 | PINE=FLAT RSI=24.2
[16:14:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.36 | PINE=FLAT RSI=24.2
[16:14:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.36 | PINE=FLAT RSI=24.2
[16:14:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:14:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:14:09 WIB 2026-09-01] [B] floating -25.6 pips | harga=4374.36 | PINE=FLAT RSI=24.2
[16:15:09 WIB 2026-09-01] [LIVE] floating -24.6 pips | harga=4375.38 | PINE=FLAT RSI=25.2
[16:15:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.38 | PINE=FLAT RSI=25.2
[16:15:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.38 | PINE=FLAT RSI=25.2
[16:15:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:15:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:15:09 WIB 2026-09-01] [B] floating -24.6 pips | harga=4375.38 | PINE=FLAT RSI=25.2
[16:16:09 WIB 2026-09-01] [LIVE] floating -24.5 pips | harga=4375.52 | PINE=FLAT RSI=25.5
[16:16:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.52 | PINE=FLAT RSI=25.5
[16:16:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.52 | PINE=FLAT RSI=25.5
[16:16:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:16:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:16:09 WIB 2026-09-01] [B] floating -24.5 pips | harga=4375.52 | PINE=FLAT RSI=25.5
[16:17:09 WIB 2026-09-01] [LIVE] floating -23.4 pips | harga=4376.59 | PINE=FLAT RSI=25.6
[16:17:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4376.59 | PINE=FLAT RSI=25.6
[16:17:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4376.59 | PINE=FLAT RSI=25.6
[16:17:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:17:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:17:09 WIB 2026-09-01] [B] floating -23.4 pips | harga=4376.59 | PINE=FLAT RSI=25.6
[16:18:09 WIB 2026-09-01] [LIVE] floating -22.7 pips | harga=4377.26 | PINE=FLAT RSI=26.5
[16:18:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4377.26 | PINE=FLAT RSI=26.5
[16:18:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4377.26 | PINE=FLAT RSI=26.5
[16:18:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:18:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:18:09 WIB 2026-09-01] [B] floating -22.7 pips | harga=4377.26 | PINE=FLAT RSI=26.5
[16:19:09 WIB 2026-09-01] [LIVE] floating -23.9 pips | harga=4376.10 | PINE=FLAT RSI=26.7
[16:19:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4376.10 | PINE=FLAT RSI=26.7
[16:19:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4376.10 | PINE=FLAT RSI=26.7
[16:19:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:19:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:19:09 WIB 2026-09-01] [B] floating -23.9 pips | harga=4376.10 | PINE=FLAT RSI=26.7
[16:20:09 WIB 2026-09-01] [LIVE] floating -23.1 pips | harga=4376.95 | PINE=FLAT RSI=26
[16:20:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4376.95 | PINE=FLAT RSI=26
[16:20:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4376.95 | PINE=FLAT RSI=26
[16:20:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:20:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:20:09 WIB 2026-09-01] [B] floating -23.1 pips | harga=4376.95 | PINE=FLAT RSI=26
[16:21:09 WIB 2026-09-01] [LIVE] floating -24.7 pips | harga=4375.33 | PINE=FLAT RSI=25.5
[16:21:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.33 | PINE=FLAT RSI=25.5
[16:21:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.33 | PINE=FLAT RSI=25.5
[16:21:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:21:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:21:09 WIB 2026-09-01] [B] floating -24.7 pips | harga=4375.33 | PINE=FLAT RSI=25.5
[16:22:09 WIB 2026-09-01] [LIVE] floating -24.2 pips | harga=4375.81 | PINE=FLAT RSI=26.1
[16:22:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.81 | PINE=FLAT RSI=26.1
[16:22:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.81 | PINE=FLAT RSI=26.1
[16:22:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:22:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:22:09 WIB 2026-09-01] [B] floating -24.2 pips | harga=4375.81 | PINE=FLAT RSI=26.1
[16:23:09 WIB 2026-09-01] [LIVE] floating -23.4 pips | harga=4376.59 | PINE=FLAT RSI=26.2
[16:23:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4376.59 | PINE=FLAT RSI=26.2
[16:23:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4376.59 | PINE=FLAT RSI=26.2
[16:23:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[16:23:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[16:23:09 WIB 2026-09-01] [B] floating -23.4 pips | harga=4376.59 | PINE=FLAT RSI=26.2
[16:24:09 WIB 2026-09-01] [LIVE] floating -24.3 pips | harga=4375.71 | PINE=FLAT RSI=25.5
[16:24:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4375.71 | PINE=FLAT RSI=25.5
[16:24:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4375.71 | PINE=FLAT RSI=25.5
[16:24:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
